"Any","Demarcació","Tipus de transport","Línia","Origen línia [Codi Municipi]","Origen línia [Municipi]","Origen línia [Codi Comarca]","Origen línia [Comarca]","Origen línia [Àmbit funcional]","Final línia [Codi Municipi]","Final línia [Municipi]","Final línia [Codi Comarca]","Final línia [Comarca]","Final línia [Àmbit funcional]","Operadora","Passatgers","Longitud WGS84 inici [Municipi]","Latitud WGS84 inici [Municipi]","Georeferència inici [Municipi]","Longitud WGS84 final [Municipi]","Latitud WGS84 final [Municipi]","Georeferència final [Municipi]"
"2018","Barcelona","Línia exprés - Corredor","e12","080193","Barcelona","13","Barcelonès","Metropolità","082981","Vic","24","Osona","Comarques Centrals","Sagalés","565.908","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","2.254264193","41.92996761","POINT (2.254264193 41.92996761)"
"2018","Barcelona","Línia exprés - Corredor","e13","081213","Mataró","21","Maresme","Metropolità","081878","Sabadell (per Granollers)","40","Vallès Occidental","Metropolità","Sagalés","694.557","2.444896864","41.5398099","POINT (2.444896864 41.5398099)","2.108551925","41.54637803","POINT (2.108551925 41.54637803)"
"2018","Barcelona","Línia exprés - Corredor","e14","080193","Barcelona","13","Barcelonès","Metropolità","NA","Sant Pere de Ribes","17","Garraf","Penedès","Cintoi","434.685","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.772114573","41.26230332","POINT (1.772114573 41.26230332)"
"2018","Barcelona","Línia exprés - Corredor","e15","080193","Barcelona","13","Barcelonès","Metropolità","NA","Vilanova i la Geltrú","17","Garraf","Penedès","Cintoi","498.642","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.726180234","41.22411114","POINT (1.726180234 41.22411114)"
"2018","Barcelona","Línia exprés - Corredor","e16","080193","Barcelona","13","Barcelonès","Metropolità","NA","Sitges","17","Garraf","Penedès","Cintoi","379.454","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.811838248","41.23508519","POINT (1.811838248 41.23508519)"
"2018","Barcelona","Línia exprés - Corredor","e17","080193","Barcelona","13","Barcelonès","Metropolità","082956","Vallirana","11","Baix Llobregat","Metropolità","Soler i Sauret","1.148.901","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.931881445","41.38805611","POINT (1.931881445 41.38805611)"
"2018","Barcelona","Línia exprés - Corredor","e18","080193","Barcelona","13","Barcelonès","Metropolità","082401","Sant Sadurní d'Anoia","3","Alt Penedès","Penedès","Hispano Llacunense","198.625","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.787300544","41.42421161","POINT (1.787300544 41.42421161)"
"2018","Barcelona","Línia exprés - Corredor","e19","080193","Barcelona","13","Barcelonès","Metropolità","080039","Alella","21","Maresme","Metropolità","Sagalés","197.336","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","2.295144857","41.49384008","POINT (2.295144857 41.49384008)"
"2018","Barcelona","Línia exprés - Corredor","e20","080193","Barcelona","13","Barcelonès","Metropolità","082896","Torrelles de Llobregat (per St. Vicenç dels Horts)","11","Baix Llobregat","Metropolità","Soler i Sauret","729.783","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.981109195","41.35904782","POINT (1.981109195 41.35904782)"
"2018","Barcelona","Línia exprés - Corredor","e22","080193","Barcelona","13","Barcelonès","Metropolità","081136","Manresa","7","Bages","Comarques Centrals","Hispano Igualadina","102.449","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.826928753","41.72305529","POINT (1.826928753 41.72305529)"
"2018","Barcelona","Línia exprés - Corredor","e23","080193","Barcelona","13","Barcelonès","Metropolità","081477","Olesa de Montserrat","11","Baix Llobregat","Metropolità","Hispano Igualadina","49.188","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.893900541","41.54350594","POINT (1.893900541 41.54350594)"
"2018","Barcelona","Línia exprés - Corredor","e24","080193","Barcelona","13","Barcelonès","Metropolità","080765","Esparreguera","11","Baix Llobregat","Metropolità","Hispano Igualadina",,"2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.870708537","41.53896619","POINT (1.870708537 41.53896619)"
"2018","Girona","Línia exprés - Corredor","e1","170792","Girona","20","Gironès","Comarques Gironines","171143","Olot","19","Garrotxa","Comarques Gironines","TEISA","111.141","2.824865628","41.98315544","POINT (2.824865628 41.98315544)","2.484354623","42.18318266","POINT (2.484354623 42.18318266)"
"2018","Girona","Línia exprés - Corredor","e3","170792","Girona","20","Gironès","Comarques Gironines","171175","Palafrugell (per Palamós)","10","Baix Empordà","Comarques Gironines","SARFA","614.566","2.824865628","41.98315544","POINT (2.824865628 41.98315544)","3.164065976","41.91495458","POINT (3.164065976 41.91495458)"
"2018","Girona","Línia exprés - Corredor","e4","170792","Girona","20","Gironès","Comarques Gironines","170950","Lloret de Mar (per Vidreres)","34","Selva","Comarques Gironines","Sagalés","266.985","2.824865628","41.98315544","POINT (2.824865628 41.98315544)","2.847602852","41.69861565","POINT (2.847602852 41.69861565)"
"2018","Girona","Línia exprés - Corredor","e5","170792","Girona","20","Gironès","Comarques Gironines","170097","Arbúcies (per Sta. Coloma Farners i St. Hilari)","34","Selva","Comarques Gironines","TEISA","203.390","2.824865628","41.98315544","POINT (2.824865628 41.98315544)","2.513754625","41.81600431","POINT (2.513754625 41.81600431)"
"2018","Girona","Línia exprés - Corredor","e6","170669","Figueres","2","Alt Empordà","Comarques Gironines","171523","Roses","2","Alt Empordà","Comarques Gironines","SARFA","126.861","2.960886614","42.2672096","POINT (2.960886614 42.2672096)","3.174927346","42.26340849","POINT (3.174927346 42.26340849)"
"2018","Lleida","Línia exprés - Corredor","e1","251207","Lleida","33","Segrià","Ponent","250729","Cervera","32","Segarra","Ponent","ALSA","219.693","0.626842574","41.61473059","POINT (0.626842574 41.61473059)","1.27125747","41.66580832","POINT (1.27125747 41.66580832)"
"2018","Lleida","Línia exprés - Corredor","e2","251207","Lleida","33","Segrià","Ponent","250138","Alfarràs","33","Segrià","Ponent","Gamón","310.021","0.626842574","41.61473059","POINT (0.626842574 41.61473059)","0.56965673","41.82999269","POINT (0.56965673 41.82999269)"
"2018","Lleida","Línia exprés - Corredor","e3","251207","Lleida","33","Segrià","Ponent","250117","Alcarràs","33","Segrià","Ponent","Gamón","143.020","0.626842574","41.61473059","POINT (0.626842574 41.61473059)","0.524318402","41.56287362","POINT (0.524318402 41.56287362)"
"2018","Lleida","Línia exprés - Corredor","e4","251207","Lleida","33","Segrià","Ponent","250236","Alpicat","33","Segrià","Ponent","Autocars Morell",,"0.626842574","41.61473059","POINT (0.626842574 41.61473059)","0.55507915","41.66636078","POINT (0.55507915 41.66636078)"
"2018","Lleida","Línia exprés - Corredor","e5","251207","Lleida","33","Segrià","Ponent","250194","Almacelles","33","Segrià","Ponent","Gamón",,"0.626842574","41.61473059","POINT (0.626842574 41.61473059)","0.436732426","41.73158197","POINT (0.436732426 41.73158197)"
"2018","Lleida","Línia exprés - Corredor","e6","251207","Lleida","33","Segrià","Ponent","250582","Les Borges Blanques","18","Garrigues","Ponent","ALSA",,"0.626842574","41.61473059","POINT (0.626842574 41.61473059)","0.86916301","41.5206285","POINT (0.86916301 41.5206285)"
"2018","Tarragona","Línia exprés - Corredor","e1","431482","Tarragona","36","Tarragonès","Camp de Tarragona","431634","Vendrell (per Torredembarra)","12","Baix Penedès","Penedès","Autocars del Penedès","590.371","1.254358212","41.11743424","POINT (1.254358212 41.11743424)","1.53509551","41.22012232","POINT (1.53509551 41.22012232)"
"2018","Tarragona","Línia exprés - Corredor","e2","431482","Tarragona","36","Tarragonès","Camp de Tarragona","431613","Valls","1","Alt Camp","Camp de Tarragona","Plana","164.101","1.254358212","41.11743424","POINT (1.254358212 41.11743424)","1.247623975","41.28430482","POINT (1.247623975 41.28430482)"
"2018","Tarragona","Línia exprés - Corredor","e3","431554","Tortosa","9","Baix Ebre","Terres de l'Ebre","430043","Alcanar","22","Montsià","Terres de l'Ebre","HIFE","336.918","0.520955976","40.810905","POINT (0.520955976 40.810905)","0.481966932","40.5428638","POINT (0.481966932 40.5428638)"
"2018","Tarragona","Línia exprés - Corredor","e4","431482","Tarragona","36","Tarragonès","Camp de Tarragona","431233","Reus","8","Baix Camp","Camp de Tarragona","Hispano Igualadina","927.516","1.254358212","41.11743424","POINT (1.254358212 41.11743424)","1.108491969","41.15501639","POINT (1.108491969 41.15501639)"
"2018","Tarragona","Línia exprés - Corredor","e5","431233","Reus","8","Baix Camp","Camp de Tarragona","439057","Salou","36","Tarragonès","Camp de Tarragona","Plana","524.777","1.108491969","41.15501639","POINT (1.108491969 41.15501639)","1.133565772","41.08117674","POINT (1.133565772 41.08117674)"
"2018","Tarragona","Línia exprés - Corredor","e6","431482","Tarragona","36","Tarragonès","Camp de Tarragona","439057","Salou (per Vila-Seca)","36","Tarragonès","Camp de Tarragona","Plana","320.872","1.254358212","41.11743424","POINT (1.254358212 41.11743424)","1.133565772","41.08117674","POINT (1.133565772 41.08117674)"
"2018","Tarragona","Línia exprés - Corredor","e7","431482","Tarragona","36","Tarragonès","Camp de Tarragona","430385","Cambrils","8","Baix Camp","Camp de Tarragona","Plana","227.616","1.254358212","41.11743424","POINT (1.254358212 41.11743424)","1.057802277","41.07103393","POINT (1.057802277 41.07103393)"
"2017","Lleida","Resta de transport a la demanda","Altres TAD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","26.848",,,,,,
"2017","Tarragona","Resta de transport a la demanda","Altres TAD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","8.735",,,,,,
"2017","Barcelona","Resta de transport a la demanda","Altres TAD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1.322",,,,,,
"2017","Girona","Resta de transport a la demanda","Altres TAD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","13.277",,,,,,
"2017","Girona","Resta de busos interurbans","Altres interurbans","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","9.114.677",,,,,,
"2017","Lleida","Resta de busos interurbans","Altres interurbans","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1.628.110",,,,,,
"2017","Barcelona","Resta de busos interurbans","Altres interurbans","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","26.544.604",,,,,,
"2017","Tarragona","Resta de busos interurbans","Altres interurbans","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","7.288.111",,,,,,
"2017","Lleida","Línia exprés - Corredor","e6","251207","Lleida","33","Segrià","Ponent","250582","Les Borges Blanques","18","Garrigues","Ponent","ALSA",,"0.626842574","41.61473059","POINT (0.626842574 41.61473059)","0.86916301","41.5206285","POINT (0.86916301 41.5206285)"
"2017","Barcelona","Línia exprés - Corredor","e20","080193","Barcelona","13","Barcelonès","Metropolità","082896","Torrelles de Llobregat (per St. Vicenç dels Horts)","11","Baix Llobregat","Metropolità","Soler i Sauret","228.532","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.981109195","41.35904782","POINT (1.981109195 41.35904782)"
"2017","Lleida","Línia exprés - Corredor","e5","251207","Lleida","33","Segrià","Ponent","250194","Almacelles","33","Segrià","Ponent","Gamón",,"0.626842574","41.61473059","POINT (0.626842574 41.61473059)","0.436732426","41.73158197","POINT (0.436732426 41.73158197)"
"2017","Girona","Línia exprés - Corredor","e4","170792","Girona","20","Gironès","Comarques Gironines","170950","Lloret de Mar (per Vidreres)","34","Selva","Comarques Gironines","Sagalés","224.718","2.824865628","41.98315544","POINT (2.824865628 41.98315544)","2.847602852","41.69861565","POINT (2.847602852 41.69861565)"
"2017","Girona","Línia exprés - Corredor","e6","170669","Figueres","2","Alt Empordà","Comarques Gironines","171523","Roses","2","Alt Empordà","Comarques Gironines","SARFA",,"2.960886614","42.2672096","POINT (2.960886614 42.2672096)","3.174927346","42.26340849","POINT (3.174927346 42.26340849)"
"2017","Barcelona","Línia exprés - Corredor","e5","080193","Barcelona","13","Barcelonès","Metropolità","081022","Igualada","6","Anoia","Penedès","Hispano Igualadina","872.180","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.617581375","41.57871621","POINT (1.617581375 41.57871621)"
"2017","Barcelona","Línia exprés - Corredor","e6","080193","Barcelona","13","Barcelonès","Metropolità","083054","Vilafranca del Penedès","3","Alt Penedès","Penedès","Hispano Igualadina","267.904","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.697222865","41.34649761","POINT (1.697222865 41.34649761)"
"2017","Girona","Línia exprés - Corredor","e1","170792","Girona","20","Gironès","Comarques Gironines","171143","Olot","19","Garrotxa","Comarques Gironines","TEISA","105.594","2.824865628","41.98315544","POINT (2.824865628 41.98315544)","2.484354623","42.18318266","POINT (2.484354623 42.18318266)"
"2017","Girona","Línia exprés - Corredor","e3","170792","Girona","20","Gironès","Comarques Gironines","171175","Palafrugell (per Palamós)","10","Baix Empordà","Comarques Gironines","SARFA","582.997","2.824865628","41.98315544","POINT (2.824865628 41.98315544)","3.164065976","41.91495458","POINT (3.164065976 41.91495458)"
"2017","Barcelona","Línia exprés - Corredor","e7-e21-e26","080193","Barcelona","13","Barcelonès","Metropolità",,"Vall de Tenes","41","Vallès Oriental","Vall de Tenes","Sagalés","1.793.019","2.177241106","41.38240539","POINT (2.177241106 41.38240539)",,,
"2017","Barcelona","Línia exprés - Corredor","e8","080193","Barcelona","13","Barcelonès","Metropolità","080728","Corbera de Llobregat","11","Baix Llobregat","Metropolità","Autocorb","775.098","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.927701004","41.41610239","POINT (1.927701004 41.41610239)"
"2017","Barcelona","Línia exprés - Corredor","e8-nit","080193","Barcelona","13","Barcelonès","Metropolità","080728","Corbera de Llobregat","11","Baix Llobregat","Metropolità","Autocorb","2.689","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.927701004","41.41610239","POINT (1.927701004 41.41610239)"
"2017","Barcelona","Línia exprés - Corredor","e9","080193","Barcelona","13","Barcelonès","Metropolità","080333","Caldes de Montbui","41","Vallès Oriental","Metropolità","Sagalés","1.918.008","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","2.162240112","41.63459072","POINT (2.162240112 41.63459072)"
"2017","Barcelona","Línia exprés - Corredor","e10","080193","Barcelona","13","Barcelonès","Metropolità","082671","Sentmenat","40","Vallès Occidental","Metropolità","Sagalés","501.018","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","2.136193226","41.60925884","POINT (2.136193226 41.60925884)"
"2017","Girona","Línia exprés - Corredor","e2","170792","Girona","20","Gironès","Comarques Gironines","171997","l'Estartit (per Torroella)","10","Baix Empordà","Comarques Gironines","AMPSA","120.915","2.824865628","41.98315544","POINT (2.824865628 41.98315544)","3.12637678","42.04101493","POINT (3.12637678 42.04101493)"
"2017","Lleida","Línia exprés - Corredor","e1","251207","Lleida","33","Segrià","Ponent","250729","Cervera","32","Segarra","Ponent","ALSA","219.161","0.626842574","41.61473059","POINT (0.626842574 41.61473059)","1.27125747","41.66580832","POINT (1.27125747 41.66580832)"
"2017","Barcelona","Línia exprés - Corredor","e11.1","080193","Barcelona","13","Barcelonès","Metropolità","081213","Mataró","21","Maresme","Metropolità","Casas","1.034.056","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","2.444896864","41.5398099","POINT (2.444896864 41.5398099)"
"2017","Barcelona","Línia exprés - Corredor","e11.2","080193","Barcelona","13","Barcelonès","Metropolità","081213","Mataró Nord","21","Maresme","Metropolità","Casas","562.245","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","2.444896864","41.5398099","POINT (2.444896864 41.5398099)"
"2017","Barcelona","Línia exprés - Corredor","e24","080193","Barcelona","13","Barcelonès","Metropolità","080765","Esparreguera","11","Baix Llobregat","Metropolità","Hispano Igualadina",,"2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.870708537","41.53896619","POINT (1.870708537 41.53896619)"
"2017","Girona","Línia exprés - Corredor","e5","170792","Girona","20","Gironès","Comarques Gironines","170097","Arbúcies (per Sta. Coloma Farners i St. Hilari)","34","Selva","Comarques Gironines","TEISA","182.817","2.824865628","41.98315544","POINT (2.824865628 41.98315544)","2.513754625","41.81600431","POINT (2.513754625 41.81600431)"
"2017","Barcelona","Línia exprés - Corredor","e17","080193","Barcelona","13","Barcelonès","Metropolità","082956","Vallirana","11","Baix Llobregat","Metropolità","Soler i Sauret","1.082.565","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.931881445","41.38805611","POINT (1.931881445 41.38805611)"
"2017","Barcelona","Línia exprés - Corredor","e18","080193","Barcelona","13","Barcelonès","Metropolità","082401","Sant Sadurní d'Anoia","3","Alt Penedès","Penedès","Hispano Llacunense","196.170","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.787300544","41.42421161","POINT (1.787300544 41.42421161)"
"2017","Tarragona","Línia exprés - Corredor","e1","431482","Tarragona","36","Tarragonès","Camp de Tarragona","431634","Vendrell (per Torredembarra)","12","Baix Penedès","Penedès","Autocars del Penedès","553.185","1.254358212","41.11743424","POINT (1.254358212 41.11743424)","1.53509551","41.22012232","POINT (1.53509551 41.22012232)"
"2017","Barcelona","Línia exprés - Corredor","e19","080193","Barcelona","13","Barcelonès","Metropolità","080039","Alella","21","Maresme","Metropolità","Sagalés","176.193","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","2.295144857","41.49384008","POINT (2.295144857 41.49384008)"
"2017","Barcelona","Línia exprés - Corredor","e3","080193","Barcelona","13","Barcelonès","Metropolità","082665","Cerdanyola UAB","40","Vallès Occidental","Metropolità","Marfina","838.774","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","2.140715332","41.49102342","POINT (2.140715332 41.49102342)"
"2017","Lleida","Línia exprés - Corredor","e4","251207","Lleida","33","Segrià","Ponent","250236","Alpicat","33","Segrià","Ponent","Autocars Morell",,"0.626842574","41.61473059","POINT (0.626842574 41.61473059)","0.55507915","41.66636078","POINT (0.55507915 41.66636078)"
"2017","Barcelona","Línia exprés - Corredor","e22","080193","Barcelona","13","Barcelonès","Metropolità","081136","Manresa","7","Bages","Comarques Centrals","Hispano Igualadina",,"2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.826928753","41.72305529","POINT (1.826928753 41.72305529)"
"2017","Barcelona","Línia exprés - Corredor","e4","080193","Barcelona","13","Barcelonès","Metropolità","081803","Ripollet","40","Vallès Occidental","Metropolità","R. Font","728.534","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","2.15349201","41.49650163","POINT (2.15349201 41.49650163)"
"2017","Tarragona","Línia exprés - Corredor","e4","431482","Tarragona","36","Tarragonès","Camp de Tarragona","431233","Reus","8","Baix Camp","Camp de Tarragona","Hispano Igualadina","883.285","1.254358212","41.11743424","POINT (1.254358212 41.11743424)","1.108491969","41.15501639","POINT (1.108491969 41.15501639)"
"2017","Barcelona","Línia exprés - Corredor","e1","080193","Barcelona","13","Barcelonès","Metropolità","081878","Sabadell","40","Vallès Occidental","Metropolità","Marfina","172.185","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","2.108551925","41.54637803","POINT (2.108551925 41.54637803)"
"2017","Tarragona","Línia exprés - Corredor","e3","431554","Tortosa","9","Baix Ebre","Terres de l'Ebre","430043","Alcanar","22","Montsià","Terres de l'Ebre","HIFE","326.847","0.520955976","40.810905","POINT (0.520955976 40.810905)","0.481966932","40.5428638","POINT (0.481966932 40.5428638)"
"2017","Tarragona","Línia exprés - Corredor","e2","431482","Tarragona","36","Tarragonès","Camp de Tarragona","431613","Valls","1","Alt Camp","Camp de Tarragona","Plana","160.978","1.254358212","41.11743424","POINT (1.254358212 41.11743424)","1.247623975","41.28430482","POINT (1.247623975 41.28430482)"
"2017","Barcelona","Línia exprés - Corredor","e12","080193","Barcelona","13","Barcelonès","Metropolità","082981","Vic","24","Osona","Comarques Centrals","Sagalés","541.090","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","2.254264193","41.92996761","POINT (2.254264193 41.92996761)"
"2017","Lleida","Línia exprés - Corredor","e2","251207","Lleida","33","Segrià","Ponent","250138","Alfarràs","33","Segrià","Ponent","Gamón","292.424","0.626842574","41.61473059","POINT (0.626842574 41.61473059)","0.56965673","41.82999269","POINT (0.56965673 41.82999269)"
"2017","Barcelona","Línia exprés - Corredor","e13","081213","Mataró","21","Maresme","Metropolità","081878","Sabadell (per Granollers)","40","Vallès Occidental","Metropolità","Sagalés","677.085","2.444896864","41.5398099","POINT (2.444896864 41.5398099)","2.108551925","41.54637803","POINT (2.108551925 41.54637803)"
"2017","Tarragona","Línia exprés - Corredor","e7","431482","Tarragona","36","Tarragonès","Camp de Tarragona","430385","Cambrils","8","Baix Camp","Camp de Tarragona","Plana","195.565","1.254358212","41.11743424","POINT (1.254358212 41.11743424)","1.057802277","41.07103393","POINT (1.057802277 41.07103393)"
"2017","Barcelona","Línia exprés - Corredor","e14","080193","Barcelona","13","Barcelonès","Metropolità","NA","Sant Pere de Ribes","17","Garraf","Penedès","Cintoi","406.685","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.772114573","41.26230332","POINT (1.772114573 41.26230332)"
"2017","Barcelona","Línia exprés - Corredor","e23","080193","Barcelona","13","Barcelonès","Metropolità","081477","Olesa de Montserrat","11","Baix Llobregat","Metropolità","Hispano Igualadina",,"2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.893900541","41.54350594","POINT (1.893900541 41.54350594)"
"2017","Tarragona","Línia exprés - Corredor","e6","431482","Tarragona","36","Tarragonès","Camp de Tarragona","439057","Salou (per Vila-Seca)","36","Tarragonès","Camp de Tarragona","Plana","294.290","1.254358212","41.11743424","POINT (1.254358212 41.11743424)","1.133565772","41.08117674","POINT (1.133565772 41.08117674)"
"2017","Barcelona","Línia exprés - Corredor","e15","080193","Barcelona","13","Barcelonès","Metropolità","NA","Vilanova i la Geltrú","17","Garraf","Penedès","Cintoi","372.269","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.726180234","41.22411114","POINT (1.726180234 41.22411114)"
"2017","Tarragona","Línia exprés - Corredor","e5","431233","Reus","8","Baix Camp","Camp de Tarragona","439057","Salou","36","Tarragonès","Camp de Tarragona","Plana","514.363","1.108491969","41.15501639","POINT (1.108491969 41.15501639)","1.133565772","41.08117674","POINT (1.133565772 41.08117674)"
"2017","Barcelona","Línia exprés - Corredor","e16","080193","Barcelona","13","Barcelonès","Metropolità","NA","Sitges","17","Garraf","Penedès","Cintoi","337.285","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.811838248","41.23508519","POINT (1.811838248 41.23508519)"
"2017","Barcelona","Línia exprés - Corredor","e2.2","080193","Barcelona","13","Barcelonès","Metropolità","082798","Terrassa","40","Vallès Occidental","Metropolità","Marfina","4.843","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","2.010294804","41.56295878","POINT (2.010294804 41.56295878)"
"2017","Lleida","Línia exprés - Corredor","e3","251207","Lleida","33","Segrià","Ponent","250117","Alcarràs","33","Segrià","Ponent","Gamón","34.349","0.626842574","41.61473059","POINT (0.626842574 41.61473059)","0.524318402","41.56287362","POINT (0.524318402 41.56287362)"
"2017","Barcelona","Línia exprés - Corredor","e2.1","080193","Barcelona","13","Barcelonès","Metropolità","082798","Terrassa","40","Vallès Occidental","Metropolità","Marfina","84.590","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","2.010294804","41.56295878","POINT (2.010294804 41.56295878)"
"2016","Girona","Resta de busos interurbans","Altres interurbans","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","9.405.098",,,,,,
"2016","Barcelona","Resta de busos interurbans","Altres interurbans","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","26.472.037",,,,,,
"2016","Tarragona","Resta de busos interurbans","Altres interurbans","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","7.334.043",,,,,,
"2016","Lleida","Resta de busos interurbans","Altres interurbans","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1.323.971",,,,,,
"2016","Lleida","Línia exprés - Corredor","e2","251207","Lleida","33","Segrià","Ponent","250138","Alfarràs","33","Segrià","Ponent","Gamón","277.531","0.626842574","41.61473059","POINT (0.626842574 41.61473059)","0.56965673","41.82999269","POINT (0.56965673 41.82999269)"
"2016","Girona","Línia exprés - Corredor","e5","170792","Girona","20","Gironès","Comarques Gironines","170097","Arbúcies (per Sta. Coloma Farners i St. Hilari)","34","Selva","Comarques Gironines","TEISA",,"2.824865628","41.98315544","POINT (2.824865628 41.98315544)","2.513754625","41.81600431","POINT (2.513754625 41.81600431)"
"2016","Girona","Línia exprés - Corredor","e2","170792","Girona","20","Gironès","Comarques Gironines","171997","l'Estartit (per Torroella)","10","Baix Empordà","Comarques Gironines","AMPSA","64.747","2.824865628","41.98315544","POINT (2.824865628 41.98315544)","3.12637678","42.04101493","POINT (3.12637678 42.04101493)"
"2016","Girona","Línia exprés - Corredor","e6","170669","Figueres","2","Alt Empordà","Comarques Gironines","171523","Roses","2","Alt Empordà","Comarques Gironines","SARFA",,"2.960886614","42.2672096","POINT (2.960886614 42.2672096)","3.174927346","42.26340849","POINT (3.174927346 42.26340849)"
"2016","Girona","Línia exprés - Corredor","e1","170792","Girona","20","Gironès","Comarques Gironines","171143","Olot","19","Garrotxa","Comarques Gironines","TEISA","97.869","2.824865628","41.98315544","POINT (2.824865628 41.98315544)","2.484354623","42.18318266","POINT (2.484354623 42.18318266)"
"2016","Lleida","Línia exprés - Corredor","e1","251207","Lleida","33","Segrià","Ponent","250729","Cervera","32","Segarra","Ponent","ALSA","211.217","0.626842574","41.61473059","POINT (0.626842574 41.61473059)","1.27125747","41.66580832","POINT (1.27125747 41.66580832)"
"2016","Barcelona","Línia exprés - Corredor","e24","080193","Barcelona","13","Barcelonès","Metropolità","080765","Esparreguera","11","Baix Llobregat","Metropolità","Hispano Igualadina",,"2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.870708537","41.53896619","POINT (1.870708537 41.53896619)"
"2016","Lleida","Línia exprés - Corredor","e3","251207","Lleida","33","Segrià","Ponent","250117","Alcarràs","33","Segrià","Ponent","Gamón",,"0.626842574","41.61473059","POINT (0.626842574 41.61473059)","0.524318402","41.56287362","POINT (0.524318402 41.56287362)"
"2016","Barcelona","Línia exprés - Corredor","e23","080193","Barcelona","13","Barcelonès","Metropolità","081477","Olesa de Montserrat","11","Baix Llobregat","Metropolità","Hispano Igualadina",,"2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.893900541","41.54350594","POINT (1.893900541 41.54350594)"
"2016","Lleida","Línia exprés - Corredor","e4","251207","Lleida","33","Segrià","Ponent","250236","Alpicat","33","Segrià","Ponent","Autocars Morell",,"0.626842574","41.61473059","POINT (0.626842574 41.61473059)","0.55507915","41.66636078","POINT (0.55507915 41.66636078)"
"2016","Barcelona","Línia exprés - Corredor","e2.1","080193","Barcelona","13","Barcelonès","Metropolità","082798","Terrassa","40","Vallès Occidental","Metropolità","Marfina","84.684","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","2.010294804","41.56295878","POINT (2.010294804 41.56295878)"
"2016","Barcelona","Línia exprés - Corredor","e22","080193","Barcelona","13","Barcelonès","Metropolità","081136","Manresa","7","Bages","Comarques Centrals","Hispano Igualadina",,"2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.826928753","41.72305529","POINT (1.826928753 41.72305529)"
"2016","Lleida","Línia exprés - Corredor","e5","251207","Lleida","33","Segrià","Ponent","250194","Almacelles","33","Segrià","Ponent","Gamón",,"0.626842574","41.61473059","POINT (0.626842574 41.61473059)","0.436732426","41.73158197","POINT (0.436732426 41.73158197)"
