"Any","Demarcació","Tipus de transport","Línia","Origen línia [Codi Municipi]","Origen línia [Municipi]","Origen línia [Codi Comarca]","Origen línia [Comarca]","Origen línia [Àmbit funcional]","Final línia [Codi Municipi]","Final línia [Municipi]","Final línia [Codi Comarca]","Final línia [Comarca]","Final línia [Àmbit funcional]","Operadora","Passatgers","Longitud WGS84 inici [Municipi]","Latitud WGS84 inici [Municipi]","Georeferència inici [Municipi]","Longitud WGS84 final [Municipi]","Latitud WGS84 final [Municipi]","Georeferència final [Municipi]"
"2021","Barcelona","Línia exprés - Corredor","e19","080193","Barcelona","13","Barcelonès","Metropolità","080039","Alella","21","Maresme","Metropolità","Sagalés","172.223","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","2.295144857","41.49384008","POINT (2.295144857 41.49384008)"
"2021","Lleida","Línia exprés - Corredor","e4","251207","Lleida","33","Segrià","Ponent","250236","Alpicat","33","Segrià","Ponent","Autocars Morell","120.729","0.626842574","41.61473059","POINT (0.626842574 41.61473059)","0.55507915","41.66636078","POINT (0.55507915 41.66636078)"
"2021","Lleida","Línia exprés - Corredor","e3","251207","Lleida","33","Segrià","Ponent","250117","Alcarràs","33","Segrià","Ponent","Gamón","133.221","0.626842574","41.61473059","POINT (0.626842574 41.61473059)","0.524318402","41.56287362","POINT (0.524318402 41.56287362)"
"2021","Barcelona","Línia exprés - Corredor","e15","080193","Barcelona","13","Barcelonès","Metropolità","NA","Vilanova i la Geltrú","17","Garraf","Penedès","Cintoi","431.432","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.726180234","41.22411114","POINT (1.726180234 41.22411114)"
"2021","Barcelona","Línia exprés - Corredor","e5","080193","Barcelona","13","Barcelonès","Metropolità","081022","Igualada","6","Anoia","Penedès","Hispano Igualadina","612.506","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.617581375","41.57871621","POINT (1.617581375 41.57871621)"
"2021","Lleida","Línia exprés - Corredor","e5","251207","Lleida","33","Segrià","Ponent","250194","Almacelles","33","Segrià","Ponent","Gamón","91.500","0.626842574","41.61473059","POINT (0.626842574 41.61473059)","0.436732426","41.73158197","POINT (0.436732426 41.73158197)"
"2021","Barcelona","Línia exprés - Corredor","e20","080193","Barcelona","13","Barcelonès","Metropolità","082896","Torrelles de Llobregat (per St. Vicenç dels Horts)","11","Baix Llobregat","Metropolità","Soler i Sauret","643.249","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.981109195","41.35904782","POINT (1.981109195 41.35904782)"
"2021","Barcelona","Línia exprés - Corredor","e12","080193","Barcelona","13","Barcelonès","Metropolità","082981","Vic","24","Osona","Comarques Centrals","Sagalés","369.414","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","2.254264193","41.92996761","POINT (2.254264193 41.92996761)"
"2021","Barcelona","Línia exprés - Corredor","e3","080193","Barcelona","13","Barcelonès","Metropolità","082665","Cerdanyola UAB","40","Vallès Occidental","Metropolità","Marfina","1.030.785","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","2.140715332","41.49102342","POINT (2.140715332 41.49102342)"
"2021","Tarragona","Línia exprés - Corredor","e6","431482","Tarragona","36","Tarragonès","Camp de Tarragona","439057","Salou (per Vila-Seca)","36","Tarragonès","Camp de Tarragona","Plana","225.732","1.254358212","41.11743424","POINT (1.254358212 41.11743424)","1.133565772","41.08117674","POINT (1.133565772 41.08117674)"
"2021","Barcelona","Línia exprés - Corredor","e4","080193","Barcelona","13","Barcelonès","Metropolità","081803","Ripollet","40","Vallès Occidental","Metropolità","R. Font","718.155","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","2.15349201","41.49650163","POINT (2.15349201 41.49650163)"
"2021","Barcelona","Línia exprés - Corredor","e22","080193","Barcelona","13","Barcelonès","Metropolità","081136","Manresa","7","Bages","Comarques Centrals","Hispano Igualadina","180.115","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.826928753","41.72305529","POINT (1.826928753 41.72305529)"
"2021","Barcelona","Línia exprés - Corredor","e14","080193","Barcelona","13","Barcelonès","Metropolità","NA","Sant Pere de Ribes","17","Garraf","Penedès","Cintoi","287.833","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.772114573","41.26230332","POINT (1.772114573 41.26230332)"
"2021","Barcelona","Línia exprés - Corredor","e11.2","080193","Barcelona","13","Barcelonès","Metropolità","081213","Mataró Nord","21","Maresme","Metropolità","Casas","431.268","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","2.444896864","41.5398099","POINT (2.444896864 41.5398099)"
"2021","Tarragona","Línia exprés - Corredor","e3","431554","Tortosa","9","Baix Ebre","Terres de l'Ebre","430043","Alcanar","22","Montsià","Terres de l'Ebre","HIFE","330.149","0.520955976","40.810905","POINT (0.520955976 40.810905)","0.481966932","40.5428638","POINT (0.481966932 40.5428638)"
"2021","Barcelona","Línia exprés - Corredor","e9","080193","Barcelona","13","Barcelonès","Metropolità","080333","Caldes de Montbui","41","Vallès Oriental","Metropolità","Sagalés","1.627.293","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","2.162240112","41.63459072","POINT (2.162240112 41.63459072)"
"2021","Barcelona","Línia exprés - Corredor","e8-nit","080193","Barcelona","13","Barcelonès","Metropolità","080728","Corbera de Llobregat","11","Baix Llobregat","Metropolità","Autocorb","779","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.927701004","41.41610239","POINT (1.927701004 41.41610239)"
"2021","Barcelona","Línia exprés - Corredor","e17","080193","Barcelona","13","Barcelonès","Metropolità","082956","Vallirana","11","Baix Llobregat","Metropolità","Soler i Sauret","1.005.937","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.931881445","41.38805611","POINT (1.931881445 41.38805611)"
"2021","Lleida","Clic.cat","Segarra","250729","Cervera","32","Segarra","Ponent","250729","Cervera","32","Segarra","Ponent","Cots Alsina","0","1.27125747","41.66580832","POINT (1.27125747 41.66580832)","1.27125747","41.66580832","POINT (1.27125747 41.66580832)"
"2021","Girona","Clic.cat","Ripollès","170391","Camprodon","31","Ripollès","Comarques Gironines","170391","Camprodon","31","Ripollès","Comarques Gironines","TEISA","39","2.36507986","42.3128602","POINT (2.36507986 42.3128602)","2.36507986","42.3128602","POINT (2.36507986 42.3128602)"
"2021","Girona","Clic.cat","Pla de l'Estany","170157","Banyoles","28","Pla de l'Estany","Comarques Gironines","170715","Fontcoberta","28","Pla de l'Estany","Comarques Gironines","TEISA","1.515","2.763796776","42.11639909","POINT (2.763796776 42.11639909)","2.789517726","42.14286976","POINT (2.789517726 42.14286976)"
"2021","Lleida","Clic.cat","Les Garrigues","250582","Les Borges Blanques","18","Garrigues","Ponent","252265","Torrebesses","33","Segrià","Ponent","ALSA","0","0.867697307","41.51864569","POINT (0.867697307 41.51864569)","0.594026858","41.42626107","POINT (0.594026858 41.42626107)"
"2021","Barcelona","Clic.cat","Les Comes","081022","Igualada","6","Anoia","Penedès","083020","Vilanova del Camí","6","Anoia","Penedès","TGO Masats","1.033","1.617581375","41.57871621","POINT (1.617581375 41.57871621)","1.634199238","41.57225855","POINT (1.634199238 41.57225855)"
"2021","Girona","Clic.cat","Gironès","170792","Girona","20","Gironès","Comarques Gironines","171729","Sant Martí de Llémena","20","Gironès","Comarques Gironines","TEISA","5.804","2.824865628","41.98315544","POINT (2.824865628 41.98315544)","2.647611077","42.0361542","POINT (2.647611077 42.0361542)"
"2021","Girona","Clic.cat","Garrotxa","171143","Olot","19","Garrotxa","Comarques Gironines","172076","La Vall d'en Bas","19","Garrotxa","Comarques Gironines","TEISA","2.062","2.484354623","42.18318266","POINT (2.484354623 42.18318266)","2.459160667","42.11769812","POINT (2.459160667 42.11769812)"
"2021","Barcelona","Clic.cat","Can Sunyer","081960","Sant Andreu de la Barca","11","Baix Llobregat","Metropolità","080667","Castellví de Rosanes","11","Baix Llobregat","Metropolità","Soler i Sauret","0","1.971403604","41.44999966","POINT (1.971403604 41.44999966)","1.89951114","41.45005532","POINT (1.89951114 41.45005532)"
"2021","Barcelona","Clic.cat","Alta Segarra","080312","Calaf","6","Anoia","Comarques Centrals","082286","Sant Martí Sesgueioles","6","Anoia","Comarques Centrals","Mancomunitat Alta Segarra","93","1.511278933","41.73406648","POINT (1.511278933 41.73406648)","1.488163253","41.7020122","POINT (1.488163253 41.7020122)"
"2020","Barcelona","Resta de transport a la demanda","Altres TAD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2.936",,,,,,
"2020","Lleida","Resta de transport a la demanda","Altres TAD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","33.736",,,,,,
"2020","Tarragona","Resta de transport a la demanda","Altres TAD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4.481",,,,,,
"2020","Girona","Resta de transport a la demanda","Altres TAD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","8.248",,,,,,
"2020","Tarragona","Resta de busos interurbans","Altres interurbans","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2.455.199",,,,,,
"2020","Girona","Resta de busos interurbans","Altres interurbans","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5.148.886",,,,,,
"2020","Barcelona","Resta de busos interurbans","Altres interurbans","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","16.357.614",,,,,,
"2020","Lleida","Resta de busos interurbans","Altres interurbans","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","614.172",,,,,,
"2020","Barcelona","Línia exprés - Corredor","e15","080193","Barcelona","13","Barcelonès","Metropolità","NA","Vilanova i la Geltrú","17","Garraf","Penedès","Cintoi","286.372","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.726180234","41.22411114","POINT (1.726180234 41.22411114)"
"2020","Barcelona","Línia exprés - Corredor","e5","080193","Barcelona","13","Barcelonès","Metropolità","081022","Igualada","6","Anoia","Penedès","Hispano Igualadina","499.301","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.617581375","41.57871621","POINT (1.617581375 41.57871621)"
"2020","Lleida","Línia exprés - Corredor","e5","251207","Lleida","33","Segrià","Ponent","250194","Almacelles","33","Segrià","Ponent","Gamón",,"0.626842574","41.61473059","POINT (0.626842574 41.61473059)","0.436732426","41.73158197","POINT (0.436732426 41.73158197)"
"2020","Barcelona","Línia exprés - Corredor","e20","080193","Barcelona","13","Barcelonès","Metropolità","082896","Torrelles de Llobregat (per St. Vicenç dels Horts)","11","Baix Llobregat","Metropolità","Soler i Sauret","498.800","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.981109195","41.35904782","POINT (1.981109195 41.35904782)"
"2020","Barcelona","Línia exprés - Corredor","e6","080193","Barcelona","13","Barcelonès","Metropolità","083054","Vilafranca del Penedès","3","Alt Penedès","Penedès","Hispano Igualadina","217.842","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.697222865","41.34649761","POINT (1.697222865 41.34649761)"
"2020","Tarragona","Línia exprés - Corredor","e5","431233","Reus","8","Baix Camp","Camp de Tarragona","439057","Salou","36","Tarragonès","Camp de Tarragona","Plana","234.828","1.108491969","41.15501639","POINT (1.108491969 41.15501639)","1.133565772","41.08117674","POINT (1.133565772 41.08117674)"
"2020","Tarragona","Línia exprés - Corredor","e7","431482","Tarragona","36","Tarragonès","Camp de Tarragona","430385","Cambrils","8","Baix Camp","Camp de Tarragona","Plana","114.829","1.254358212","41.11743424","POINT (1.254358212 41.11743424)","1.057802277","41.07103393","POINT (1.057802277 41.07103393)"
"2020","Barcelona","Línia exprés - Corredor","e19","080193","Barcelona","13","Barcelonès","Metropolità","080039","Alella","21","Maresme","Metropolità","Sagalés","112.540","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","2.295144857","41.49384008","POINT (2.295144857 41.49384008)"
"2020","Barcelona","Línia exprés - Corredor","e2.2","080193","Barcelona","13","Barcelonès","Metropolità","082798","Terrassa","40","Vallès Occidental","Metropolità","Marfina","19.469","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","2.010294804","41.56295878","POINT (2.010294804 41.56295878)"
"2020","Barcelona","Línia exprés - Corredor","e23","080193","Barcelona","13","Barcelonès","Metropolità","081477","Olesa de Montserrat","11","Baix Llobregat","Metropolità","Hispano Igualadina","57.832","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.893900541","41.54350594","POINT (1.893900541 41.54350594)"
"2020","Lleida","Línia exprés - Corredor","e6","251207","Lleida","33","Segrià","Ponent","250582","Les Borges Blanques","18","Garrigues","Ponent","ALSA",,"0.626842574","41.61473059","POINT (0.626842574 41.61473059)","0.86916301","41.5206285","POINT (0.86916301 41.5206285)"
"2020","Barcelona","Línia exprés - Corredor","e8-nit","080193","Barcelona","13","Barcelonès","Metropolità","080728","Corbera de Llobregat","11","Baix Llobregat","Metropolità","Autocorb","1.373","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.927701004","41.41610239","POINT (1.927701004 41.41610239)"
"2020","Barcelona","Línia exprés - Corredor","e2.1","080193","Barcelona","13","Barcelonès","Metropolità","082798","Terrassa","40","Vallès Occidental","Metropolità","Marfina","56.198","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","2.010294804","41.56295878","POINT (2.010294804 41.56295878)"
"2020","Girona","Línia exprés - Corredor","e6","170669","Figueres","2","Alt Empordà","Comarques Gironines","171523","Roses","2","Alt Empordà","Comarques Gironines","SARFA","240.274","2.960886614","42.2672096","POINT (2.960886614 42.2672096)","3.174927346","42.26340849","POINT (3.174927346 42.26340849)"
"2020","Barcelona","Línia exprés - Corredor","e17","080193","Barcelona","13","Barcelonès","Metropolità","082956","Vallirana","11","Baix Llobregat","Metropolità","Soler i Sauret","753.193","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.931881445","41.38805611","POINT (1.931881445 41.38805611)"
"2020","Girona","Línia exprés - Corredor","e4","170792","Girona","20","Gironès","Comarques Gironines","170950","Lloret de Mar (per Vidreres)","34","Selva","Comarques Gironines","Sagalés","138.044","2.824865628","41.98315544","POINT (2.824865628 41.98315544)","2.847602852","41.69861565","POINT (2.847602852 41.69861565)"
"2020","Barcelona","Línia exprés - Corredor","e8","080193","Barcelona","13","Barcelonès","Metropolità","080728","Corbera de Llobregat","11","Baix Llobregat","Metropolità","Autocorb","622.696","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.927701004","41.41610239","POINT (1.927701004 41.41610239)"
"2020","Tarragona","Línia exprés - Corredor","e6","431482","Tarragona","36","Tarragonès","Camp de Tarragona","439057","Salou (per Vila-Seca)","36","Tarragonès","Camp de Tarragona","Plana","146.792","1.254358212","41.11743424","POINT (1.254358212 41.11743424)","1.133565772","41.08117674","POINT (1.133565772 41.08117674)"
"2020","Tarragona","Línia exprés - Corredor","e2","431482","Tarragona","36","Tarragonès","Camp de Tarragona","431613","Valls","1","Alt Camp","Camp de Tarragona","Plana","81.654","1.254358212","41.11743424","POINT (1.254358212 41.11743424)","1.247623975","41.28430482","POINT (1.247623975 41.28430482)"
"2020","Barcelona","Línia exprés - Corredor","e13","081213","Mataró","21","Maresme","Metropolità","081878","Sabadell (per Granollers)","40","Vallès Occidental","Metropolità","Sagalés","399.219","2.444896864","41.5398099","POINT (2.444896864 41.5398099)","2.108551925","41.54637803","POINT (2.108551925 41.54637803)"
"2020","Lleida","Línia exprés - Corredor","e2","251207","Lleida","33","Segrià","Ponent","250138","Alfarràs","33","Segrià","Ponent","Gamón","179.571","0.626842574","41.61473059","POINT (0.626842574 41.61473059)","0.56965673","41.82999269","POINT (0.56965673 41.82999269)"
"2020","Girona","Línia exprés - Corredor","e3","170792","Girona","20","Gironès","Comarques Gironines","171175","Palafrugell (per Palamós)","10","Baix Empordà","Comarques Gironines","SARFA","360.607","2.824865628","41.98315544","POINT (2.824865628 41.98315544)","3.164065976","41.91495458","POINT (3.164065976 41.91495458)"
"2020","Barcelona","Línia exprés - Corredor","e18","080193","Barcelona","13","Barcelonès","Metropolità","082401","Sant Sadurní d'Anoia","3","Alt Penedès","Penedès","Hispano Llacunense","117.952","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.787300544","41.42421161","POINT (1.787300544 41.42421161)"
"2020","Barcelona","Línia exprés - Corredor","e7-e21-e26","080193","Barcelona","13","Barcelonès","Metropolità",,"Vall de Tenes","41","Vallès Oriental","Vall de Tenes","Sagalés","1.118.090","2.177241106","41.38240539","POINT (2.177241106 41.38240539)",,,
"2020","Lleida","Línia exprés - Corredor","e1","251207","Lleida","33","Segrià","Ponent","250729","Cervera","32","Segarra","Ponent","ALSA","136.500","0.626842574","41.61473059","POINT (0.626842574 41.61473059)","1.27125747","41.66580832","POINT (1.27125747 41.66580832)"
"2020","Barcelona","Línia exprés - Corredor","e1","080193","Barcelona","13","Barcelonès","Metropolità","081878","Sabadell","40","Vallès Occidental","Metropolità","Marfina","98.568","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","2.108551925","41.54637803","POINT (2.108551925 41.54637803)"
"2020","Tarragona","Línia exprés - Corredor","e1","431482","Tarragona","36","Tarragonès","Camp de Tarragona","431634","Vendrell (per Torredembarra)","12","Baix Penedès","Penedès","Autocars del Penedès","358.440","1.254358212","41.11743424","POINT (1.254358212 41.11743424)","1.53509551","41.22012232","POINT (1.53509551 41.22012232)"
"2020","Barcelona","Línia exprés - Corredor","e11.1","080193","Barcelona","13","Barcelonès","Metropolità","081213","Mataró","21","Maresme","Metropolità","Casas","554.158","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","2.444896864","41.5398099","POINT (2.444896864 41.5398099)"
"2020","Girona","Línia exprés - Corredor","e5","170792","Girona","20","Gironès","Comarques Gironines","170097","Arbúcies (per Sta. Coloma Farners i St. Hilari)","34","Selva","Comarques Gironines","TEISA","112.145","2.824865628","41.98315544","POINT (2.824865628 41.98315544)","2.513754625","41.81600431","POINT (2.513754625 41.81600431)"
"2020","Barcelona","Línia exprés - Corredor","e4","080193","Barcelona","13","Barcelonès","Metropolità","081803","Ripollet","40","Vallès Occidental","Metropolità","R. Font","576.132","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","2.15349201","41.49650163","POINT (2.15349201 41.49650163)"
"2020","Girona","Línia exprés - Corredor","e1","170792","Girona","20","Gironès","Comarques Gironines","171143","Olot","19","Garrotxa","Comarques Gironines","TEISA","61.573","2.824865628","41.98315544","POINT (2.824865628 41.98315544)","2.484354623","42.18318266","POINT (2.484354623 42.18318266)"
"2020","Lleida","Línia exprés - Corredor","e3","251207","Lleida","33","Segrià","Ponent","250117","Alcarràs","33","Segrià","Ponent","Gamón","99.336","0.626842574","41.61473059","POINT (0.626842574 41.61473059)","0.524318402","41.56287362","POINT (0.524318402 41.56287362)"
"2020","Lleida","Línia exprés - Corredor","e4","251207","Lleida","33","Segrià","Ponent","250236","Alpicat","33","Segrià","Ponent","Autocars Morell","93.268","0.626842574","41.61473059","POINT (0.626842574 41.61473059)","0.55507915","41.66636078","POINT (0.55507915 41.66636078)"
"2020","Barcelona","Línia exprés - Corredor","e10","080193","Barcelona","13","Barcelonès","Metropolità","082671","Sentmenat","40","Vallès Occidental","Metropolità","Sagalés","337.927","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","2.136193226","41.60925884","POINT (2.136193226 41.60925884)"
"2020","Barcelona","Línia exprés - Corredor","e22","080193","Barcelona","13","Barcelonès","Metropolità","081136","Manresa","7","Bages","Comarques Centrals","Hispano Igualadina","130.826","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.826928753","41.72305529","POINT (1.826928753 41.72305529)"
"2020","Barcelona","Línia exprés - Corredor","e3","080193","Barcelona","13","Barcelonès","Metropolità","082665","Cerdanyola UAB","40","Vallès Occidental","Metropolità","Marfina","616.103","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","2.140715332","41.49102342","POINT (2.140715332 41.49102342)"
"2020","Tarragona","Línia exprés - Corredor","e4","431482","Tarragona","36","Tarragonès","Camp de Tarragona","431233","Reus","8","Baix Camp","Camp de Tarragona","Hispano Igualadina","562.711","1.254358212","41.11743424","POINT (1.254358212 41.11743424)","1.108491969","41.15501639","POINT (1.108491969 41.15501639)"
"2020","Barcelona","Línia exprés - Corredor","e11.2","080193","Barcelona","13","Barcelonès","Metropolità","081213","Mataró Nord","21","Maresme","Metropolità","Casas","298.937","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","2.444896864","41.5398099","POINT (2.444896864 41.5398099)"
"2020","Barcelona","Línia exprés - Corredor","e16","080193","Barcelona","13","Barcelonès","Metropolità","NA","Sitges","17","Garraf","Penedès","Cintoi","184.873","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.811838248","41.23508519","POINT (1.811838248 41.23508519)"
"2020","Barcelona","Línia exprés - Corredor","e24","080193","Barcelona","13","Barcelonès","Metropolità","080765","Esparreguera","11","Baix Llobregat","Metropolità","Hispano Igualadina",,"2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.870708537","41.53896619","POINT (1.870708537 41.53896619)"
"2020","Barcelona","Línia exprés - Corredor","e9","080193","Barcelona","13","Barcelonès","Metropolità","080333","Caldes de Montbui","41","Vallès Oriental","Metropolità","Sagalés","1.262.262","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","2.162240112","41.63459072","POINT (2.162240112 41.63459072)"
"2020","Barcelona","Línia exprés - Corredor","e14","080193","Barcelona","13","Barcelonès","Metropolità","NA","Sant Pere de Ribes","17","Garraf","Penedès","Cintoi","232.005","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.772114573","41.26230332","POINT (1.772114573 41.26230332)"
"2020","Girona","Línia exprés - Corredor","e2","170792","Girona","20","Gironès","Comarques Gironines","171997","l'Estartit (per Torroella)","10","Baix Empordà","Comarques Gironines","AMPSA","63.220","2.824865628","41.98315544","POINT (2.824865628 41.98315544)","3.12637678","42.04101493","POINT (3.12637678 42.04101493)"
"2020","Tarragona","Línia exprés - Corredor","e3","431554","Tortosa","9","Baix Ebre","Terres de l'Ebre","430043","Alcanar","22","Montsià","Terres de l'Ebre","HIFE","247.256","0.520955976","40.810905","POINT (0.520955976 40.810905)","0.481966932","40.5428638","POINT (0.481966932 40.5428638)"
"2020","Barcelona","Línia exprés - Corredor","e12","080193","Barcelona","13","Barcelonès","Metropolità","082981","Vic","24","Osona","Comarques Centrals","Sagalés","268.381","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","2.254264193","41.92996761","POINT (2.254264193 41.92996761)"
"2020","Barcelona","Clic.cat","Les Comes","081022","Igualada","6","Anoia","Penedès","083020","Vilanova del Camí","6","Anoia","Penedès","TGO Masats","0","1.617581375","41.57871621","POINT (1.617581375 41.57871621)","1.634199238","41.57225855","POINT (1.634199238 41.57225855)"
"2020","Girona","Clic.cat","Garrotxa","171143","Olot","19","Garrotxa","Comarques Gironines","172076","La Vall d'en Bas","19","Garrotxa","Comarques Gironines","TEISA","0","2.484354623","42.18318266","POINT (2.484354623 42.18318266)","2.459160667","42.11769812","POINT (2.459160667 42.11769812)"
"2020","Girona","Clic.cat","Pla de l'Estany","170157","Banyoles","28","Pla de l'Estany","Comarques Gironines","170715","Fontcoberta","28","Pla de l'Estany","Comarques Gironines","TEISA","0","2.763796776","42.11639909","POINT (2.763796776 42.11639909)","2.789517726","42.14286976","POINT (2.789517726 42.14286976)"
"2020","Girona","Clic.cat","Ripollès","170391","Camprodon","31","Ripollès","Comarques Gironines","170391","Camprodon","31","Ripollès","Comarques Gironines","TEISA","0","2.36507986","42.3128602","POINT (2.36507986 42.3128602)","2.36507986","42.3128602","POINT (2.36507986 42.3128602)"
"2020","Girona","Clic.cat","Gironès","170792","Girona","20","Gironès","Comarques Gironines","171729","Sant Martí de Llémena","20","Gironès","Comarques Gironines","TEISA","0","2.824865628","41.98315544","POINT (2.824865628 41.98315544)","2.647611077","42.0361542","POINT (2.647611077 42.0361542)"
"2020","Barcelona","Clic.cat","Can Sunyer","081960","Sant Andreu de la Barca","11","Baix Llobregat","Metropolità","080667","Castellví de Rosanes","11","Baix Llobregat","Metropolità","Soler i Sauret","0","1.971403604","41.44999966","POINT (1.971403604 41.44999966)","1.89951114","41.45005532","POINT (1.89951114 41.45005532)"
"2020","Barcelona","Clic.cat","Alta Segarra","080312","Calaf","6","Anoia","Comarques Centrals","082286","Sant Martí Sesgueioles","6","Anoia","Comarques Centrals","Mancomunitat Alta Segarra","0","1.511278933","41.73406648","POINT (1.511278933 41.73406648)","1.488163253","41.7020122","POINT (1.488163253 41.7020122)"
"2020","Lleida","Clic.cat","Segarra","250729","Cervera","32","Segarra","Ponent","250729","Cervera","32","Segarra","Ponent","Cots Alsina","0","1.27125747","41.66580832","POINT (1.27125747 41.66580832)","1.27125747","41.66580832","POINT (1.27125747 41.66580832)"
"2020","Lleida","Clic.cat","Les Garrigues","250582","Les Borges Blanques","18","Garrigues","Ponent","252265","Torrebesses","33","Segrià","Ponent","ALSA","0","0.867697307","41.51864569","POINT (0.867697307 41.51864569)","0.594026858","41.42626107","POINT (0.594026858 41.42626107)"
"2019","Girona","Resta de transport a la demanda","Altres TAD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","17.298",,,,,,
"2019","Barcelona","Resta de transport a la demanda","Altres TAD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2.505",,,,,,
"2019","Lleida","Resta de transport a la demanda","Altres TAD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","40.154",,,,,,
"2019","Tarragona","Resta de transport a la demanda","Altres TAD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10.119",,,,,,
"2019","Girona","Resta de busos interurbans","Altres interurbans","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","9.377.773",,,,,,
"2019","Tarragona","Resta de busos interurbans","Altres interurbans","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","7.414.461",,,,,,
"2019","Lleida","Resta de busos interurbans","Altres interurbans","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1.751.276",,,,,,
"2019","Barcelona","Resta de busos interurbans","Altres interurbans","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","29.300.319",,,,,,
"2019","Girona","Línia exprés - Corredor","e1","170792","Girona","20","Gironès","Comarques Gironines","171143","Olot","19","Garrotxa","Comarques Gironines","TEISA","118.583","2.824865628","41.98315544","POINT (2.824865628 41.98315544)","2.484354623","42.18318266","POINT (2.484354623 42.18318266)"
"2019","Barcelona","Línia exprés - Corredor","e13","081213","Mataró","21","Maresme","Metropolità","081878","Sabadell (per Granollers)","40","Vallès Occidental","Metropolità","Sagalés","754.842","2.444896864","41.5398099","POINT (2.444896864 41.5398099)","2.108551925","41.54637803","POINT (2.108551925 41.54637803)"
"2019","Barcelona","Línia exprés - Corredor","e12","080193","Barcelona","13","Barcelonès","Metropolità","082981","Vic","24","Osona","Comarques Centrals","Sagalés","592.468","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","2.254264193","41.92996761","POINT (2.254264193 41.92996761)"
"2019","Tarragona","Línia exprés - Corredor","e7","431482","Tarragona","36","Tarragonès","Camp de Tarragona","430385","Cambrils","8","Baix Camp","Camp de Tarragona","Plana","247.620","1.254358212","41.11743424","POINT (1.254358212 41.11743424)","1.057802277","41.07103393","POINT (1.057802277 41.07103393)"
"2019","Barcelona","Línia exprés - Corredor","e14","080193","Barcelona","13","Barcelonès","Metropolità","NA","Sant Pere de Ribes","17","Garraf","Penedès","Cintoi","414.249","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.772114573","41.26230332","POINT (1.772114573 41.26230332)"
